project,hash,date,fileId,fileName,dok0.004Values,dok0.004PreCommitValues,dok0.004AuthorPreCommit,dok0.004AuthorPostCommit,dok0.004Sum,dok0.004Avg,dok0.004Median,dok0.004Std,dok0.004Min,dok0.004Max,dok0.004PreCommitSum,dok0.004PreCommitAvg,dok0.004PreCommitMedian,dok0.004PreCommitMin,dok0.004PreCommitMax,dok0.004RelativeAvg,dok0.004RelativeMedian,dok0.004RelativeMin,dok0.004RelativeMax,dok0.004FileBusFactor0.2,dok0.004FileBusFactorAuthors0.2,dok0.004ProjectBusFactor0.2,dok0.004ProjectBusFactorAuthors0.2,isBugPresent,isBugfix,isSZZBugIntroducer,isRefactor,totalBugfix,totalRefactors,revision,age,authors,totalAuthors,authorId,totalLoc,locFirst,locLast,locLast-First,deltaTotalAddedToLast,deltaTotalRemovedToLast,deltaTotalReplacedToLast,added,removed,replaced,modified,relativeAdded,relativeRemoved,relativeReplaced,relativeModified,deltaLocToLast,deltaLocToPrev,deltaLocToNext,deltaLocAddedToPrev,deltaLocRemovedToPrev,deltaLocReplacedToPrev,deltaLocModifiedToPrev,deltaLocAddedToNext,deltaLocRemovedToNext,deltaLocReplacedToNext,deltaLocModifiedToNext,180hcpf1,180hcpf2,180fileHcpf,180commitHcpf,180hcm1,180hcm2,180edhcm,180ldhcm,180lgdhcm,90hcpf1,90hcpf2,90fileHcpf,90commitHcpf,90hcm1,90hcm2,90edhcm,90ldhcm,90lgdhcm,riskScore,nrOfFunctions,ccsSum,ccsAvg,ccsMed,ccsMin,ccsMax,ccsStd,isKillCommit,scatterSingleScore,scatterAvg15,scatterSum15,scatterMax15,scatterMed15,scatterTimeAvg,scatterTimeSum,scatterTimeMax,scatterTimeMed,dependencyChanged,dependencyChangedPrev5Commits
yeti,d26ea12be0e6265acbcc1c5cf99b3a5e13411c0d,1522865667,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""51"":1.0}","{""51"":1.0}",1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1,"[51]",1,"[51]",false,true,true,false,2,0,1,10659,1,1,51,86,84,-166,-250,6,258,84,2,0,2,4,0.023255814,0.0,0.023255814,0.046511628,-252,-2,-3,-82,0,2,-80,0,-5,-5,-10,0.8304,0.0023,0.7806,0.6185,0.0000,0.0000,0.0000,0.0000,0.0000,0.8501,0.0056,0.8068,0.4996,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,2,31,15.5000,15.5000,1,30,14.5000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,fe8640c013565115aea125c23acc67a66a45f6d9,1560425013,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""51"":0.15542562,""30"":0.11494253}","{""51"":0.17561086}",null,0.1149,0.2704,0.1352,0.1352,0.0202,0.1149,0.1554,0.1756,0.1756,0.1756,0.1756,0.1756,0.2704,1.0000,0.8503,1.1497,0,"[]",2,"[30,0]",false,false,true,false,2,0,2,37570005,2,2,30,83,84,-166,-250,4,253,77,2,5,7,14,0.024096385,0.060240965,0.084337346,0.16867469,-249,3,-1,0,5,5,10,2,4,-5,1,0.8108,0.0009,0.7860,0.7361,0.8304,0.0023,0.2741,20.7604,59.7943,0.8102,0.0011,0.7833,0.7178,0.8501,0.0056,0.1683,14.1691,47.4034,NaN,2,32,16.0000,16.0000,4,28,12.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,f88c9400f05a75323dcec99bef7d30ecef6f261f,1601662426,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.13953489,""51"":0.019245595,""30"":0.017187167}","{""51"":0.02288868,""30"":0.016989613}",null,0.1395,0.1760,0.0587,0.0192,0.0572,0.0172,0.1395,0.0399,0.0199,0.0199,0.0170,0.0229,0.1760,0.3281,0.2930,2.3789,0,"[]",1,"[0]",false,false,true,false,2,0,3,78807418,3,3,0,82,84,-166,-250,4,252,65,0,1,12,13,0.0,0.0121951215,0.14634146,0.15853658,-248,1,-1,-2,-4,5,-1,0,0,0,0,0.8131,0.0005,0.8163,0.4308,1.6412,0.0033,0.5658,40.8667,119.8819,0.8134,0.0015,0.7454,0.3207,1.6603,0.0067,0.2446,21.2317,80.6159,NaN,2,32,16.0000,16.0000,4,28,12.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,ba83067d5c43dd30629de2650b81448fe3037a2f,1602493915,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.102131,""51"":0.015842447,""11"":0.14117648,""30"":0.016773274}","{""51"":0.018557904,""30"":0.016578235,""0"":0.13459125}",null,0.1412,0.2759,0.0690,0.0595,0.0545,0.0158,0.1412,0.1697,0.0566,0.0186,0.0166,0.1346,0.2759,0.8619,0.2297,2.0466,0,"[]",2,"[11,0]",false,false,false,false,2,0,4,79638907,4,4,11,81,84,-166,-250,4,251,53,0,1,12,13,0.0,0.012345679,0.14814815,0.16049382,-247,1,-1,0,0,0,0,0,0,0,0,0.8283,0.0008,0.8322,0.4440,1.6412,0.0033,0.5658,40.8667,119.8819,0.8429,0.0018,0.7908,0.3652,1.6603,0.0067,0.2446,21.2317,80.6159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,2cbbd71c28ad6800e48ca603d6016dcb487d3865,1602495381,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.23472102,""51"":0.01335921,""11"":0.10714286,""30"":0.016972955}","{""51"":0.015842447,""30"":0.016773272,""11"":0.14117648,""0"":0.102131}",0.1021,0.2347,0.3722,0.0930,0.0621,0.0900,0.0134,0.2347,0.2759,0.0690,0.0595,0.0158,0.1412,0.3722,0.6669,0.1436,2.5226,1,"[0]",2,"[0,11]",false,false,false,false,2,0,5,79640373,4,4,0,80,84,-166,-250,4,250,41,0,1,12,13,0.0,0.0125,0.15,0.1625,-246,1,-1,0,0,0,0,0,0,0,0,0.8399,0.0010,0.8390,0.4602,1.6412,0.0033,0.5658,40.8667,119.8819,0.8572,0.0019,0.8015,0.4116,1.6603,0.0067,0.2446,21.2317,80.6159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,895e2dc6225d4dbe2e7af4f39ceb11345d5230a0,1602595234,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.20059879,""51"":0.011371356,""11"":0.24057832,""30"":0.013632244}","{""51"":0.013305769,""30"":0.016837444,""0"":0.23378213,""11"":0.106714286}",0.1067,0.2406,0.4662,0.1165,0.1071,0.1050,0.0114,0.2406,0.3706,0.0927,0.0618,0.0133,0.2338,0.4662,0.9191,0.0976,2.0642,2,"[0,11]",2,"[11,0]",false,false,false,false,2,0,6,79740226,4,4,11,79,84,-166,-250,4,249,29,0,1,12,13,0.0,0.012658228,0.15189873,0.16455697,-245,1,-1,0,0,0,0,0,0,0,0,0.8487,0.0012,0.8401,0.4767,1.6412,0.0033,0.5658,40.8667,119.8819,0.8647,0.0020,0.8061,0.4510,1.6603,0.0067,0.2446,21.2317,80.6159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,1f4dfc0ed2a6e31667ae571d652a03bb6692a0ac,1606752581,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.14782375,""51"":0.0074685737,""11"":0.31705382,""30"":0.011383601}","{""51"":0.009347666,""30"":0.011246448,""11"":0.19847442,""0"":0.16549174}",0.1985,0.3171,0.4837,0.1209,0.0796,0.1266,0.0075,0.3171,0.3846,0.0961,0.0884,0.0093,0.1985,0.4837,0.6582,0.0618,2.6217,1,"[11]",2,"[11,0]",true,false,false,false,2,0,7,83897573,4,4,11,78,84,-166,-250,4,248,17,0,1,12,13,0.0,0.012820513,0.15384616,0.16666667,-244,1,1,0,0,0,0,-1,1,8,8,0.8551,0.0010,0.8308,0.5114,2.4543,0.0037,1.2096,72.7893,217.4964,0.8570,0.0013,0.8351,0.5055,2.4737,0.0081,1.0155,59.3279,192.3141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,b5f0e1633c79f126826057884e93b62795a21ad8,1629366225,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.04719076,""51"":0.0023898978,""19"":0.071428575,""11"":0.105198406,""30"":0.0039039173}","{""51"":0.0026230584,""30"":0.0039991345,""11"":0.111270465,""0"":0.051723752}",null,0.0714,0.2301,0.0460,0.0472,0.0396,0.0024,0.1052,0.1696,0.0424,0.0279,0.0026,0.1113,0.2301,1.0254,0.0519,2.2858,0,"[]",2,"[11,19]",false,true,true,false,3,0,8,106511217,5,5,19,79,84,-166,-250,3,248,13,1,0,4,5,0.012658228,0.0,0.050632913,0.06329114,-245,-1,0,1,-1,-8,-8,1,0,3,4,0.8291,0.0004,0.7834,0.7352,3.3095,0.0048,1.5673,96.4573,286.5053,0.8863,0.0007,0.8715,0.7465,3.3308,0.0095,0.6334,51.4634,178.7439,NaN,2,32,16.0000,16.0000,4,28,12.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,ada84a525aaeebbf2bc462d1dab2b69abc24d52b,1629366494,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.04719076,""51"":0.0023898978,""19"":0.071428575,""11"":0.105198406,""30"":0.0039039173}","{""51"":0.0023898978,""19"":0.071428575,""30"":0.0039039173,""11"":0.10519843,""0"":0.04719076}",0.0714,0.0714,0.2301,0.0460,0.0472,0.0396,0.0024,0.1052,0.2301,0.0460,0.0472,0.0024,0.1052,0.2301,1.0254,0.0519,2.2858,0,"[]",2,"[11,19]",false,false,true,false,3,0,9,106511486,5,5,19,79,84,-166,-250,3,248,12,0,0,1,1,0.0,0.0,0.012658228,0.012658228,-245,0,1,-1,0,-3,-4,-1,0,-3,-4,0.8242,0.0005,0.7878,0.7405,3.3095,0.0048,1.5673,96.4573,286.5053,0.8792,0.0008,0.8748,0.7538,3.3308,0.0095,0.6334,51.4634,178.7439,NaN,2,32,16.0000,16.0000,4,28,12.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,cba97f077383c92442eea40e3888cd1fdfbe1e9b,1630066036,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.0446388,""51"":0.0021799202,""19"":0.056304906,""11"":0.16274962,""30"":0.003678031}","{""51"":0.002314483,""19"":0.069174595,""30"":0.0037656035,""11"":0.10187882,""0"":0.045701627}",0.1019,0.1627,0.2696,0.0539,0.0446,0.0585,0.0022,0.1627,0.2228,0.0446,0.0457,0.0023,0.1019,0.2696,0.8280,0.0404,3.0189,0,"[]",2,"[11,19]",false,false,false,false,3,0,10,107211028,5,5,11,80,84,-166,-250,2,248,8,1,0,4,5,0.0125,0.0,0.05,0.0625,-246,-1,1,1,0,3,4,0,0,0,0,0.8237,0.0009,0.7972,0.7413,3.3095,0.0048,1.5673,96.4573,286.5053,0.8773,0.0014,0.8803,0.7528,3.3308,0.0095,0.6334,51.4634,178.7439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,5cda0880aae462c5ed6aff4d1037f1034fd5b1d3,1638351994,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.029690973,""51"":0.0013962461,""19"":0.03745055,""11"":0.16454698,""30"":0.0024562245}","{""51"":0.0014836679,""11"":0.11095913,""30"":0.002513346,""0"":0.03038146,""19"":0.03832149}",0.1110,0.1645,0.2355,0.0471,0.0297,0.0605,0.0014,0.1645,0.1837,0.0367,0.0304,0.0015,0.1110,0.2355,0.6303,0.0296,3.4930,0,"[]",2,"[11,19]",false,false,false,false,3,0,11,115496986,5,5,11,81,84,-166,-250,1,248,4,1,0,4,5,0.012345679,0.0,0.049382716,0.061728396,-247,-1,1,0,0,0,0,0,0,0,0,0.8876,0.0016,0.8928,0.7001,4.1336,0.0053,1.7709,112.7814,337.1895,0.8739,0.0021,0.8795,0.1727,4.2100,0.0103,1.3800,87.3378,288.9100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,9e8b76cd393f149c4990ead003902eac50c1766d,1644939756,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.021407897,""51"":9.258791E-4,""19"":0.02160219,""11"":0.17695968,""30"":0.0017639122}","{""51"":0.0010258055,""11"":0.12117935,""30"":0.0018040013,""0"":0.021894442,""19"":0.027616436}",0.1212,0.1770,0.2227,0.0445,0.0214,0.0668,0.0009,0.1770,0.1735,0.0347,0.0219,0.0010,0.1212,0.2227,0.4807,0.0208,3.9738,0,"[]",1,"[11]",false,false,false,false,3,0,12,122084748,5,5,11,82,84,-166,-250,0,248,0,1,0,4,5,0.0121951215,0.0,0.048780486,0.06097561,-248,-1,-83,0,0,0,0,1,-83,4,-78,0.7840,0.0017,0.8114,0.4810,4.1336,0.0053,1.7709,112.7814,337.1895,0.7712,0.0012,0.7937,0.4452,5.0839,0.0124,1.7299,110.6592,357.1176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,3866baf67b8ebd2fb17d4314aa2b22601605e05c,1661879065,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.009100496,""19"":0.031652782,""11"":0.073072396}","{""51"":4.2206942E-4,""11"":0.080626994,""30"":8.0409367E-4,""0"":0.009758964,""19"":0.009847532}",0.0098,0.0317,0.1138,0.0379,0.0317,0.0265,0.0091,0.0731,0.1015,0.0203,0.0098,0.0004,0.0806,0.1138,0.8342,0.2399,1.9259,0,"[]",1,"[11]",false,false,false,false,3,0,13,139024057,3,5,19,NaN,84,-166,-250,0,165,0,0,83,0,83,-0.0,NaN,-0.0,NaN,-165,83,-83,-1,83,-4,78,0,0,0,0,0.8868,0.1460,0.8868,0.3575,4.9177,0.0070,1.8928,124.2024,376.8168,0.8671,0.1603,0.8671,0.1543,5.8551,0.0136,1.2181,95.1523,325.2263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,4b769c107f910a4b184a389eafbd42ba33b8ac5f,1662621177,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.008813323,""19"":0.030653957,""11"":0.07076655}","{""11"":0.07076655,""19"":0.030653957,""0"":0.008813323}",0.0708,0.0708,0.1102,0.0367,0.0307,0.0257,0.0088,0.0708,0.1102,0.0367,0.0307,0.0088,0.0708,0.1102,0.8342,0.2399,1.9259,0,"[]",1,"[11]",false,false,false,false,3,0,14,139766169,3,5,11,NaN,84,-166,-250,0,82,0,0,83,0,83,-0.0,NaN,-0.0,NaN,-82,83,-82,0,0,0,0,0,1,0,1,0.9256,0.1635,0.8267,0.5413,4.9177,0.0070,1.8928,124.2024,376.8168,0.9193,0.1724,0.8117,0.4930,5.8551,0.0136,1.2181,95.1523,325.2263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,b398a95fde79f06feb65f01cbbb36763b06c94aa,1670846874,760,"plugins/feeds/public/bambenek_osint_ipmaster.py","{""0"":0.005998406,""19"":0.020863285,""11"":0.048247006}","{""11"":0.048247006,""19"":0.020863285,""0"":0.005998406}",0.0060,0.0060,0.0751,0.0250,0.0209,0.0175,0.0060,0.0482,0.0751,0.0250,0.0209,0.0060,0.0482,0.0751,0.8333,0.2396,1.9271,0,"[]",2,"[0,11]",false,false,false,false,3,0,15,147991866,3,5,0,NaN,84,-166,-250,0,0,0,0,82,0,82,-0.0,NaN,-0.0,NaN,0,82,0,0,-1,0,-1,0,0,0,0,0.9063,0.0649,0.8466,0.3894,5.8045,0.1530,2.1077,139.4204,429.5180,0.9017,0.0288,0.8997,0.1308,6.7223,0.1739,1.8006,122.0777,415.5757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,e028359b8505f6a570709e5c2e649e38e8c47393,1560422821,761,"plugins/feeds/public/benkow_rat.py","{""30"":1.0}","null",null,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,null,null,null,null,null,1.0000,1.0000,1.0000,1.0000,1,"[30]",1,"[30]",false,false,true,false,0,0,0,0,1,1,30,64,64,-131,-195,26,221,79,64,0,0,64,1.0,0.0,0.0,1.0,-195,-64,9,64,0,0,64,52,-3,-17,32,0.7897,0.0048,0.7605,0.7575,0.0000,0.0000,0.0000,0.0000,0.0000,0.7859,0.0055,0.7543,0.7418,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,2,8,4.0000,4.0000,2,6,2.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,fe8640c013565115aea125c23acc67a66a45f6d9,1560425013,761,"plugins/feeds/public/benkow_rat.py","{""30"":1.0}","{""30"":1.0}",1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1,"[30]",2,"[30,0]",true,false,true,false,0,0,1,2192,1,1,30,73,64,-131,-195,14,218,62,12,3,17,32,0.16438356,0.04109589,0.23287672,0.43835616,-204,-9,0,-52,3,17,-32,12,3,16,31,0.8108,0.0065,0.7860,0.7361,0.0000,0.0000,0.0000,0.0000,0.0000,0.8102,0.0073,0.7833,0.7178,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,2,13,6.5000,6.5000,5,8,1.5000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,e6e460973c229abc922a05a0e109d1929d82d887,1563529015,761,"plugins/feeds/public/benkow_rat.py","{""0"":0.012658228,""30"":0.8581124}","{""30"":0.869114}",null,0.0127,0.8708,0.4354,0.4354,0.4227,0.0127,0.8581,0.8691,0.8691,0.8691,0.8691,0.8691,0.8708,1.0000,0.0291,1.9709,1,"[30]",1,"[30]",true,true,true,false,1,0,2,3106194,2,2,0,73,64,-131,-195,14,218,61,0,0,1,1,0.0,0.0,0.01369863,0.01369863,-204,0,0,-12,-3,-16,-31,0,0,0,0,0.8099,0.0063,0.7880,0.7332,0.0000,0.0000,0.0000,0.0000,0.0000,0.8129,0.0112,0.7750,0.6831,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,2,13,6.5000,6.5000,5,8,1.5000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,b2813f42d10a98c4c6ffd32dac8defa2dcee7c19,1563532072,761,"plugins/feeds/public/benkow_rat.py","{""0"":0.012658228,""30"":0.8581124}","{""30"":0.85811245,""0"":0.012658228}",0.0127,0.0127,0.8708,0.4354,0.4354,0.4227,0.0127,0.8581,0.8708,0.4354,0.4354,0.0127,0.8581,0.8708,1.0000,0.0291,1.9709,1,"[30]",1,"[30]",false,true,false,false,2,0,3,3109251,2,2,0,73,64,-131,-195,14,218,60,0,0,1,1,0.0,0.0,0.01369863,0.01369863,-204,0,-15,0,0,0,0,-5,-20,-3,-28,0.8092,0.0064,0.7880,0.7326,0.0000,0.0000,0.0000,0.0000,0.0000,0.8116,0.0113,0.7751,0.6822,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,95f5292bca349a4f72a3d5fd877ea80163e0b2d9,1583249810,761,"plugins/feeds/public/benkow_rat.py","{""32"":0.16666667,""30"":0.28925645}","{""30"":0.34271404,""0"":0.005075762}",null,0.1667,0.4559,0.2280,0.2280,0.0613,0.1667,0.2893,0.3478,0.1739,0.1739,0.0051,0.3427,0.4559,1.0000,0.7311,1.2689,1,"[30]",2,"[30,32]",false,false,true,false,2,0,4,22826989,2,3,32,58,64,-131,-195,9,198,56,5,20,4,29,0.0862069,0.3448276,0.06896552,0.5,-189,15,0,5,20,3,28,5,20,3,28,0.8282,0.0038,0.8013,0.6445,0.7897,0.0048,0.7819,39.4859,113.1183,0.8001,0.0083,0.8082,0.6657,0.7859,0.0055,0.2594,19.6469,56.5870,NaN,2,6,3.0000,3.0000,1,5,2.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,11a0a51d23f8e02ae2ab069cf65bb33e6239fe3e,1585828561,761,"plugins/feeds/public/benkow_rat.py","{""32"":0.13488908,""11"":0.015151516,""30"":0.25648588}","{""30"":0.25648573,""32"":0.14837798}",null,0.0152,0.4065,0.1355,0.1349,0.0985,0.0152,0.2565,0.4049,0.2024,0.2024,0.1484,0.2565,0.4065,0.9954,0.1118,1.8928,1,"[30]",2,"[30,32]",false,false,true,false,2,0,5,25405740,3,4,11,58,64,-131,-195,9,198,55,0,0,1,1,0.0,0.0,0.01724138,0.01724138,-189,0,-15,-5,-20,-3,-28,-5,-20,-3,-28,0.8229,0.0040,0.8034,0.6264,0.7897,0.0048,0.7819,39.4859,113.1183,0.7369,0.0108,0.7526,0.4787,0.7859,0.0055,0.2594,19.6469,56.5870,NaN,2,6,3.0000,3.0000,1,5,2.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,1225b119243d57b6f50a44c7a1e8ff8d173ec97b,1588162003,761,"plugins/feeds/public/benkow_rat.py","{""32"":0.04522391,""11"":0.22447987,""30"":0.19804063}","{""30"":0.23017874,""32"":0.12105391,""11"":0.013597471}",0.0136,0.2245,0.4677,0.1559,0.1980,0.0790,0.0452,0.2245,0.3648,0.1216,0.1211,0.0136,0.2302,0.4677,1.2702,0.2901,1.4398,1,"[11]",2,"[11,0]",false,false,false,false,2,0,6,27739182,3,4,11,43,64,-131,-195,4,178,51,5,20,4,29,0.11627907,0.4651163,0.093023255,0.6744186,-174,15,-1,5,20,3,28,5,19,-3,21,0.8203,0.0072,0.7818,0.6458,1.6179,0.0086,1.2109,67.7341,190.2971,0.7816,0.0097,0.7153,0.5435,1.5860,0.0138,0.9866,55.7221,163.3728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,f88c9400f05a75323dcec99bef7d30ecef6f261f,1601662426,761,"plugins/feeds/public/benkow_rat.py","{""32"":0.024567233,""0"":0.13461539,""11"":0.060689826,""30"":0.10232976}","{""30"":0.105976716,""11"":0.12012506,""32"":0.0241037}",null,0.1346,0.3222,0.0806,0.0815,0.0416,0.0246,0.1346,0.2502,0.0834,0.1060,0.0241,0.1201,0.3222,1.0119,0.3050,1.6712,0,"[]",1,"[0]",false,false,true,false,2,0,7,41239605,4,4,0,42,64,-131,-195,4,177,44,0,1,7,8,0.0,0.023809524,0.16666667,0.1904762,-173,1,-1,-5,-19,3,-21,0,0,0,0,0.8131,0.0013,0.8163,0.4308,1.6179,0.0086,1.2109,67.7341,190.2971,0.8134,0.0009,0.7454,0.3207,2.3676,0.0235,1.3255,78.8492,228.3872,NaN,2,6,3.0000,3.0000,1,5,2.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,ba83067d5c43dd30629de2650b81448fe3037a2f,1602493915,761,"plugins/feeds/public/benkow_rat.py","{""32"":0.024161475,""0"":0.056739446,""11"":0.17670052,""30"":0.09504858}","{""30"":0.09870426,""11"":0.05853963,""32"":0.02369683,""0"":0.12984604}",0.0585,0.1767,0.3527,0.0882,0.0759,0.0569,0.0242,0.1767,0.3108,0.0777,0.0786,0.0237,0.1298,0.3527,0.8608,0.2741,2.0043,0,"[]",2,"[11,0]",false,false,false,false,2,0,8,42071094,4,4,11,41,64,-131,-195,4,176,37,0,1,7,8,0.0,0.024390243,0.17073171,0.19512194,-172,1,-1,0,0,0,0,0,0,0,0,0.8283,0.0013,0.8322,0.4440,1.6179,0.0086,1.2109,67.7341,190.2971,0.8429,0.0011,0.7908,0.3652,2.3676,0.0235,1.3255,78.8492,228.3872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,2cbbd71c28ad6800e48ca603d6016dcb487d3865,1602495381,761,"plugins/feeds/public/benkow_rat.py","{""32"":0.024644705,""0"":0.15929142,""11"":0.08991119,""30"":0.09409809}","{""30"":0.09504855,""11"":0.17670052,""32"":0.024161475,""0"":0.056739446}",0.0567,0.1593,0.3679,0.0920,0.0920,0.0476,0.0246,0.1593,0.3527,0.0882,0.0759,0.0242,0.1767,0.3679,1.0002,0.2679,1.7317,0,"[]",2,"[0,11]",false,false,false,false,2,0,9,42072560,4,4,0,40,64,-131,-195,4,175,30,0,1,7,8,0.0,0.025,0.175,0.2,-171,1,-1,0,0,0,0,0,0,0,0,0.8399,0.0014,0.8390,0.4602,1.6179,0.0086,1.2109,67.7341,190.2971,0.8572,0.0012,0.8015,0.4116,2.3676,0.0235,1.3255,78.8492,228.3872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,895e2dc6225d4dbe2e7af4f39ceb11345d5230a0,1602595234,761,"plugins/feeds/public/benkow_rat.py","{""32"":0.025047066,""0"":0.080585964,""11"":0.1830117,""30"":0.09236539}","{""30"":0.09334679,""11"":0.08943237,""32"":0.024546124,""0"":0.15865426}",0.0894,0.1830,0.3810,0.0953,0.0865,0.0567,0.0250,0.1830,0.3660,0.0915,0.0914,0.0245,0.1587,0.3810,0.9079,0.2630,1.9213,0,"[]",2,"[11,0]",false,false,false,false,2,0,10,42172413,4,4,11,39,64,-131,-195,4,174,23,0,1,7,8,0.0,0.025641026,0.17948718,0.20512821,-170,1,-1,0,0,0,0,0,0,0,0,0.8487,0.0014,0.8401,0.4767,1.6179,0.0086,1.2109,67.7341,190.2971,0.8647,0.0012,0.8061,0.4510,2.3676,0.0235,1.3255,78.8492,228.3872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
